,time,pelvis_list,pelvis_rotation,pelvis_tilt,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,pelvis_ty,lumbar_bending,lumbar_rotation,lumbar_extension
654.000,6.660,0.016,-0.050,-0.039,0.406,-0.005,-0.076,-0.724,0.039,0.006,0.081,0.017,-0.115,0.118,0.960,-0.016,0.050,0.039
655.000,6.670,0.011,-0.045,-0.040,0.425,0.001,-0.087,-0.614,0.045,-0.032,0.078,0.012,-0.094,0.127,0.960,-0.011,0.045,0.040
656.000,6.680,0.009,-0.040,-0.041,0.436,0.005,-0.092,-0.494,0.042,-0.069,0.076,0.008,-0.075,0.137,0.960,-0.009,0.040,0.041
657.000,6.690,0.008,-0.033,-0.041,0.441,0.008,-0.087,-0.371,0.032,-0.106,0.075,0.003,-0.059,0.147,0.960,-0.008,0.033,0.041
658.000,6.700,0.007,-0.025,-0.041,0.441,0.009,-0.070,-0.252,0.020,-0.141,0.074,0.000,-0.047,0.158,0.960,-0.007,0.025,0.041
659.000,6.710,0.007,-0.016,-0.039,0.437,0.010,-0.049,-0.148,0.009,-0.176,0.073,-0.002,-0.041,0.168,0.960,-0.007,0.016,0.039
660.000,6.720,0.007,-0.007,-0.038,0.433,0.010,-0.032,-0.075,0.003,-0.207,0.072,0.000,-0.043,0.177,0.960,-0.007,0.007,0.038
661.000,6.730,0.006,0.001,-0.036,0.430,0.012,-0.024,-0.040,0.001,-0.236,0.069,0.004,-0.052,0.184,0.960,-0.006,-0.001,0.036
662.000,6.740,0.004,0.008,-0.036,0.430,0.015,-0.022,-0.041,0.000,-0.259,0.064,0.010,-0.071,0.188,0.960,-0.004,-0.008,0.036
663.000,6.750,0.000,0.014,-0.033,0.431,0.021,-0.021,-0.072,-0.009,-0.277,0.057,0.017,-0.102,0.184,0.960,0.000,-0.014,0.033
664.000,6.760,-0.008,0.042,-0.033,0.430,0.019,-0.024,-0.069,-0.030,-0.289,0.047,0.022,-0.143,0.171,0.960,0.008,-0.042,0.033
665.000,6.770,-0.015,0.045,-0.032,0.427,0.028,-0.006,-0.116,-0.057,-0.294,0.034,0.025,-0.197,0.144,0.960,0.015,-0.045,0.032
666.000,6.780,-0.024,0.044,-0.030,0.421,0.039,0.024,-0.165,-0.082,-0.289,0.017,0.020,-0.265,0.096,0.960,0.024,-0.044,0.030
667.000,6.790,-0.036,0.040,-0.028,0.413,0.053,0.053,-0.214,-0.089,-0.269,-0.003,0.007,-0.352,0.019,0.960,0.036,-0.040,0.028
668.000,6.800,-0.048,0.034,-0.026,0.401,0.068,0.070,-0.258,-0.073,-0.235,-0.026,-0.008,-0.455,-0.076,0.960,0.048,-0.034,0.026
669.000,6.810,-0.059,0.030,-0.024,0.380,0.083,0.074,-0.286,-0.044,-0.186,-0.047,-0.017,-0.570,-0.170,0.960,0.059,-0.030,0.024
670.000,6.820,-0.067,0.029,-0.024,0.353,0.095,0.073,-0.297,-0.014,-0.125,-0.063,-0.012,-0.691,-0.233,0.960,0.067,-0.029,0.024
671.000,6.830,-0.071,0.031,-0.025,0.321,0.102,0.067,-0.295,0.011,-0.055,-0.072,0.005,-0.806,-0.246,0.960,0.071,-0.031,0.025
672.000,6.840,-0.072,0.034,-0.027,0.286,0.105,0.056,-0.283,0.034,0.017,-0.073,0.019,-0.902,-0.220,0.960,0.072,-0.034,0.027
673.000,6.850,-0.068,0.037,-0.029,0.248,0.104,0.047,-0.264,0.052,0.086,-0.068,0.019,-0.971,-0.177,0.960,0.068,-0.037,0.029
674.000,6.860,-0.061,0.039,-0.031,0.208,0.101,0.042,-0.242,0.068,0.151,-0.059,0.006,-1.009,-0.133,0.960,0.061,-0.039,0.031
675.000,6.870,-0.052,0.040,-0.033,0.167,0.097,0.037,-0.217,0.081,0.209,-0.049,-0.013,-1.017,-0.092,0.960,0.052,-0.040,0.033
676.000,6.880,-0.041,0.039,-0.034,0.126,0.093,0.032,-0.191,0.092,0.261,-0.038,-0.030,-1.000,-0.056,0.960,0.041,-0.039,0.034
677.000,6.890,-0.031,0.037,-0.036,0.085,0.088,0.026,-0.164,0.101,0.308,-0.028,-0.043,-0.961,-0.023,0.960,0.031,-0.037,0.036
678.000,6.900,-0.022,0.034,-0.038,0.045,0.084,0.021,-0.139,0.110,0.347,-0.019,-0.054,-0.900,0.004,0.960,0.022,-0.034,0.038
679.000,6.910,-0.014,0.030,-0.039,0.006,0.081,0.017,-0.115,0.118,0.380,-0.012,-0.065,-0.820,0.025,0.960,0.014,-0.030,0.039
680.000,6.920,-0.007,0.025,-0.041,-0.032,0.078,0.012,-0.094,0.127,0.406,-0.005,-0.076,-0.724,0.039,0.960,0.007,-0.025,0.041
681.000,6.930,-0.002,0.019,-0.043,-0.069,0.076,0.008,-0.075,0.137,0.425,0.001,-0.087,-0.614,0.045,0.960,0.002,-0.019,0.043
682.000,6.940,0.001,0.011,-0.044,-0.106,0.075,0.003,-0.059,0.147,0.436,0.005,-0.092,-0.494,0.042,0.960,-0.001,-0.011,0.044
683.000,6.950,0.003,0.003,-0.045,-0.141,0.074,0.000,-0.047,0.158,0.441,0.008,-0.087,-0.371,0.032,0.960,-0.003,-0.003,0.045
684.000,6.960,0.004,-0.008,-0.045,-0.176,0.073,-0.002,-0.041,0.168,0.441,0.009,-0.070,-0.252,0.020,0.960,-0.004,0.008,0.045
685.000,6.970,0.005,-0.019,-0.043,-0.207,0.072,0.000,-0.043,0.177,0.437,0.010,-0.049,-0.148,0.009,0.960,-0.005,0.019,0.043
686.000,6.980,0.006,-0.030,-0.042,-0.236,0.069,0.004,-0.052,0.184,0.433,0.010,-0.032,-0.075,0.003,0.960,-0.006,0.030,0.042
687.000,6.990,0.007,-0.040,-0.041,-0.259,0.064,0.010,-0.071,0.188,0.430,0.012,-0.024,-0.040,0.001,0.960,-0.007,0.040,0.041
688.000,7.000,0.009,-0.049,-0.039,-0.277,0.057,0.017,-0.102,0.184,0.430,0.015,-0.022,-0.041,0.000,0.960,-0.009,0.049,0.039
689.000,7.010,0.014,-0.054,-0.038,-0.289,0.047,0.022,-0.143,0.171,0.431,0.021,-0.021,-0.072,-0.009,0.960,-0.014,0.054,0.038
690.000,7.020,0.020,-0.057,-0.037,-0.294,0.034,0.025,-0.197,0.144,0.430,0.019,-0.024,-0.069,-0.030,0.960,-0.020,0.057,0.037
691.000,7.030,0.029,-0.057,-0.035,-0.289,0.017,0.020,-0.265,0.096,0.427,0.028,-0.006,-0.116,-0.057,0.960,-0.029,0.057,0.035
692.000,7.040,0.041,-0.053,-0.032,-0.269,-0.003,0.007,-0.352,0.019,0.421,0.039,0.024,-0.165,-0.082,0.960,-0.041,0.053,0.032
693.000,7.050,0.053,-0.049,-0.029,-0.235,-0.026,-0.008,-0.455,-0.076,0.413,0.053,0.053,-0.214,-0.089,0.960,-0.053,0.049,0.029
694.000,7.060,0.063,-0.046,-0.027,-0.186,-0.047,-0.017,-0.570,-0.170,0.401,0.068,0.070,-0.258,-0.073,0.960,-0.063,0.046,0.027
695.000,7.070,0.071,-0.047,-0.026,-0.125,-0.063,-0.012,-0.691,-0.233,0.380,0.083,0.074,-0.286,-0.044,0.960,-0.071,0.047,0.026
696.000,7.080,0.076,-0.050,-0.027,-0.055,-0.072,0.005,-0.806,-0.246,0.353,0.095,0.073,-0.297,-0.014,0.960,-0.076,0.050,0.027
697.000,7.090,0.077,-0.055,-0.028,0.017,-0.073,0.019,-0.902,-0.220,0.321,0.102,0.067,-0.295,0.011,0.960,-0.077,0.055,0.028
698.000,7.100,0.074,-0.059,-0.030,0.086,-0.068,0.019,-0.971,-0.177,0.286,0.105,0.056,-0.283,0.034,0.960,-0.074,0.059,0.030
699.000,7.110,0.068,-0.061,-0.032,0.151,-0.059,0.006,-1.009,-0.133,0.248,0.104,0.047,-0.264,0.052,0.960,-0.068,0.061,0.032
700.000,7.120,0.059,-0.062,-0.034,0.209,-0.049,-0.013,-1.017,-0.092,0.208,0.101,0.042,-0.242,0.068,0.960,-0.059,0.062,0.034
701.000,7.130,0.049,-0.062,-0.035,0.261,-0.038,-0.030,-1.000,-0.056,0.167,0.097,0.037,-0.217,0.081,0.960,-0.049,0.062,0.035
702.000,7.140,0.038,-0.060,-0.036,0.308,-0.028,-0.043,-0.961,-0.023,0.126,0.093,0.032,-0.191,0.092,0.960,-0.038,0.060,0.036
703.000,7.150,0.029,-0.058,-0.037,0.347,-0.019,-0.054,-0.900,0.004,0.085,0.088,0.026,-0.164,0.101,0.960,-0.029,0.058,0.037
704.000,7.160,0.022,-0.054,-0.038,0.380,-0.012,-0.065,-0.820,0.025,0.045,0.084,0.021,-0.139,0.110,0.960,-0.022,0.054,0.038
705.000,7.170,0.016,-0.050,-0.039,0.406,-0.005,-0.076,-0.724,0.039,0.006,0.081,0.017,-0.115,0.118,0.960,-0.016,0.050,0.039
706.000,7.180,0.011,-0.045,-0.040,0.425,0.001,-0.087,-0.614,0.045,-0.032,0.078,0.012,-0.094,0.127,0.960,-0.011,0.045,0.040
707.000,7.190,0.009,-0.040,-0.041,0.436,0.005,-0.092,-0.494,0.042,-0.069,0.076,0.008,-0.075,0.137,0.960,-0.009,0.040,0.041
708.000,7.200,0.008,-0.033,-0.041,0.441,0.008,-0.087,-0.371,0.032,-0.106,0.075,0.003,-0.059,0.147,0.960,-0.008,0.033,0.041
709.000,7.210,0.007,-0.025,-0.041,0.441,0.009,-0.070,-0.252,0.020,-0.141,0.074,0.000,-0.047,0.158,0.960,-0.007,0.025,0.041
710.000,7.220,0.007,-0.016,-0.039,0.437,0.010,-0.049,-0.148,0.009,-0.176,0.073,-0.002,-0.041,0.168,0.960,-0.007,0.016,0.039
711.000,7.230,0.007,-0.007,-0.038,0.433,0.010,-0.032,-0.075,0.003,-0.207,0.072,0.000,-0.043,0.177,0.960,-0.007,0.007,0.038
712.000,7.240,0.006,0.001,-0.036,0.430,0.012,-0.024,-0.040,0.001,-0.236,0.069,0.004,-0.052,0.184,0.960,-0.006,-0.001,0.036
713.000,7.250,0.004,0.008,-0.036,0.430,0.015,-0.022,-0.041,0.000,-0.259,0.064,0.010,-0.071,0.188,0.960,-0.004,-0.008,0.036
714.000,7.260,0.000,0.014,-0.033,0.431,0.021,-0.021,-0.072,-0.009,-0.277,0.057,0.017,-0.102,0.184,0.960,0.000,-0.014,0.033
715.000,7.270,-0.008,0.042,-0.033,0.430,0.019,-0.024,-0.069,-0.030,-0.289,0.047,0.022,-0.143,0.171,0.960,0.008,-0.042,0.033
716.000,7.280,-0.015,0.045,-0.032,0.427,0.028,-0.006,-0.116,-0.057,-0.294,0.034,0.025,-0.197,0.144,0.960,0.015,-0.045,0.032
717.000,7.290,-0.024,0.044,-0.030,0.421,0.039,0.024,-0.165,-0.082,-0.289,0.017,0.020,-0.265,0.096,0.960,0.024,-0.044,0.030
718.000,7.300,-0.036,0.040,-0.028,0.413,0.053,0.053,-0.214,-0.089,-0.269,-0.003,0.007,-0.352,0.019,0.960,0.036,-0.040,0.028
719.000,7.310,-0.048,0.034,-0.026,0.401,0.068,0.070,-0.258,-0.073,-0.235,-0.026,-0.008,-0.455,-0.076,0.960,0.048,-0.034,0.026
720.000,7.320,-0.059,0.030,-0.024,0.380,0.083,0.074,-0.286,-0.044,-0.186,-0.047,-0.017,-0.570,-0.170,0.960,0.059,-0.030,0.024
721.000,7.330,-0.067,0.029,-0.024,0.353,0.095,0.073,-0.297,-0.014,-0.125,-0.063,-0.012,-0.691,-0.233,0.960,0.067,-0.029,0.024
722.000,7.340,-0.071,0.031,-0.025,0.321,0.102,0.067,-0.295,0.011,-0.055,-0.072,0.005,-0.806,-0.246,0.960,0.071,-0.031,0.025
723.000,7.350,-0.072,0.034,-0.027,0.286,0.105,0.056,-0.283,0.034,0.017,-0.073,0.019,-0.902,-0.220,0.960,0.072,-0.034,0.027
724.000,7.360,-0.068,0.037,-0.029,0.248,0.104,0.047,-0.264,0.052,0.086,-0.068,0.019,-0.971,-0.177,0.960,0.068,-0.037,0.029
725.000,7.370,-0.061,0.039,-0.031,0.208,0.101,0.042,-0.242,0.068,0.151,-0.059,0.006,-1.009,-0.133,0.960,0.061,-0.039,0.031
726.000,7.380,-0.052,0.040,-0.033,0.167,0.097,0.037,-0.217,0.081,0.209,-0.049,-0.013,-1.017,-0.092,0.960,0.052,-0.040,0.033
727.000,7.390,-0.041,0.039,-0.034,0.126,0.093,0.032,-0.191,0.092,0.261,-0.038,-0.030,-1.000,-0.056,0.960,0.041,-0.039,0.034
728.000,7.400,-0.031,0.037,-0.036,0.085,0.088,0.026,-0.164,0.101,0.308,-0.028,-0.043,-0.961,-0.023,0.960,0.031,-0.037,0.036
729.000,7.410,-0.022,0.034,-0.038,0.045,0.084,0.021,-0.139,0.110,0.347,-0.019,-0.054,-0.900,0.004,0.960,0.022,-0.034,0.038
730.000,7.420,-0.014,0.030,-0.039,0.006,0.081,0.017,-0.115,0.118,0.380,-0.012,-0.065,-0.820,0.025,0.960,0.014,-0.030,0.039
731.000,7.430,-0.007,0.025,-0.041,-0.032,0.078,0.012,-0.094,0.127,0.406,-0.005,-0.076,-0.724,0.039,0.960,0.007,-0.025,0.041
732.000,7.440,-0.002,0.019,-0.043,-0.069,0.076,0.008,-0.075,0.137,0.425,0.001,-0.087,-0.614,0.045,0.960,0.002,-0.019,0.043
733.000,7.450,0.001,0.011,-0.044,-0.106,0.075,0.003,-0.059,0.147,0.436,0.005,-0.092,-0.494,0.042,0.960,-0.001,-0.011,0.044
734.000,7.460,0.003,0.003,-0.045,-0.141,0.074,0.000,-0.047,0.158,0.441,0.008,-0.087,-0.371,0.032,0.960,-0.003,-0.003,0.045
735.000,7.470,0.004,-0.008,-0.045,-0.176,0.073,-0.002,-0.041,0.168,0.441,0.009,-0.070,-0.252,0.020,0.960,-0.004,0.008,0.045
736.000,7.480,0.005,-0.019,-0.043,-0.207,0.072,0.000,-0.043,0.177,0.437,0.010,-0.049,-0.148,0.009,0.960,-0.005,0.019,0.043
737.000,7.490,0.006,-0.030,-0.042,-0.236,0.069,0.004,-0.052,0.184,0.433,0.010,-0.032,-0.075,0.003,0.960,-0.006,0.030,0.042
738.000,7.500,0.007,-0.040,-0.041,-0.259,0.064,0.010,-0.071,0.188,0.430,0.012,-0.024,-0.040,0.001,0.960,-0.007,0.040,0.041
739.000,7.510,0.009,-0.049,-0.039,-0.277,0.057,0.017,-0.102,0.184,0.430,0.015,-0.022,-0.041,0.000,0.960,-0.009,0.049,0.039
740.000,7.520,0.014,-0.054,-0.038,-0.289,0.047,0.022,-0.143,0.171,0.431,0.021,-0.021,-0.072,-0.009,0.960,-0.014,0.054,0.038
741.000,7.530,0.020,-0.057,-0.037,-0.294,0.034,0.025,-0.197,0.144,0.430,0.019,-0.024,-0.069,-0.030,0.960,-0.020,0.057,0.037
742.000,7.540,0.029,-0.057,-0.035,-0.289,0.017,0.020,-0.265,0.096,0.427,0.028,-0.006,-0.116,-0.057,0.960,-0.029,0.057,0.035
743.000,7.550,0.041,-0.053,-0.032,-0.269,-0.003,0.007,-0.352,0.019,0.421,0.039,0.024,-0.165,-0.082,0.960,-0.041,0.053,0.032
744.000,7.560,0.053,-0.049,-0.029,-0.235,-0.026,-0.008,-0.455,-0.076,0.413,0.053,0.053,-0.214,-0.089,0.960,-0.053,0.049,0.029
745.000,7.570,0.063,-0.046,-0.027,-0.186,-0.047,-0.017,-0.570,-0.170,0.401,0.068,0.070,-0.258,-0.073,0.960,-0.063,0.046,0.027
746.000,7.580,0.071,-0.047,-0.026,-0.125,-0.063,-0.012,-0.691,-0.233,0.380,0.083,0.074,-0.286,-0.044,0.960,-0.071,0.047,0.026
747.000,7.590,0.076,-0.050,-0.027,-0.055,-0.072,0.005,-0.806,-0.246,0.353,0.095,0.073,-0.297,-0.014,0.960,-0.076,0.050,0.027
748.000,7.600,0.077,-0.055,-0.028,0.017,-0.073,0.019,-0.902,-0.220,0.321,0.102,0.067,-0.295,0.011,0.960,-0.077,0.055,0.028
749.000,7.610,0.074,-0.059,-0.030,0.086,-0.068,0.019,-0.971,-0.177,0.286,0.105,0.056,-0.283,0.034,0.960,-0.074,0.059,0.030
750.000,7.620,0.068,-0.061,-0.032,0.151,-0.059,0.006,-1.009,-0.133,0.248,0.104,0.047,-0.264,0.052,0.960,-0.068,0.061,0.032
751.000,7.630,0.059,-0.062,-0.034,0.209,-0.049,-0.013,-1.017,-0.092,0.208,0.101,0.042,-0.242,0.068,0.960,-0.059,0.062,0.034
752.000,7.640,0.049,-0.062,-0.035,0.261,-0.038,-0.030,-1.000,-0.056,0.167,0.097,0.037,-0.217,0.081,0.960,-0.049,0.062,0.035
753.000,7.650,0.038,-0.060,-0.036,0.308,-0.028,-0.043,-0.961,-0.023,0.126,0.093,0.032,-0.191,0.092,0.960,-0.038,0.060,0.036
754.000,7.660,0.029,-0.058,-0.037,0.347,-0.019,-0.054,-0.900,0.004,0.085,0.088,0.026,-0.164,0.101,0.960,-0.029,0.058,0.037
755.000,7.670,0.022,-0.054,-0.038,0.380,-0.012,-0.065,-0.820,0.025,0.045,0.084,0.021,-0.139,0.110,0.960,-0.022,0.054,0.038
756.000,7.680,0.016,-0.050,-0.039,0.406,-0.005,-0.076,-0.724,0.039,0.006,0.081,0.017,-0.115,0.118,0.960,-0.016,0.050,0.039
757.000,7.690,0.011,-0.045,-0.040,0.425,0.001,-0.087,-0.614,0.045,-0.032,0.078,0.012,-0.094,0.127,0.960,-0.011,0.045,0.040
758.000,7.700,0.009,-0.040,-0.041,0.436,0.005,-0.092,-0.494,0.042,-0.069,0.076,0.008,-0.075,0.137,0.960,-0.009,0.040,0.041
759.000,7.710,0.008,-0.033,-0.041,0.441,0.008,-0.087,-0.371,0.032,-0.106,0.075,0.003,-0.059,0.147,0.960,-0.008,0.033,0.041
760.000,7.720,0.007,-0.025,-0.041,0.441,0.009,-0.070,-0.252,0.020,-0.141,0.074,0.000,-0.047,0.158,0.960,-0.007,0.025,0.041
761.000,7.730,0.007,-0.016,-0.039,0.437,0.010,-0.049,-0.148,0.009,-0.176,0.073,-0.002,-0.041,0.168,0.960,-0.007,0.016,0.039
762.000,7.740,0.007,-0.007,-0.038,0.433,0.010,-0.032,-0.075,0.003,-0.207,0.072,0.000,-0.043,0.177,0.960,-0.007,0.007,0.038
763.000,7.750,0.006,0.001,-0.036,0.430,0.012,-0.024,-0.040,0.001,-0.236,0.069,0.004,-0.052,0.184,0.960,-0.006,-0.001,0.036
764.000,7.760,0.004,0.008,-0.036,0.430,0.015,-0.022,-0.041,0.000,-0.259,0.064,0.010,-0.071,0.188,0.960,-0.004,-0.008,0.036
765.000,7.770,0.000,0.014,-0.033,0.431,0.021,-0.021,-0.072,-0.009,-0.277,0.057,0.017,-0.102,0.184,0.960,0.000,-0.014,0.033
766.000,7.780,-0.008,0.042,-0.033,0.430,0.019,-0.024,-0.069,-0.030,-0.289,0.047,0.022,-0.143,0.171,0.960,0.008,-0.042,0.033
767.000,7.790,-0.015,0.045,-0.032,0.427,0.028,-0.006,-0.116,-0.057,-0.294,0.034,0.025,-0.197,0.144,0.960,0.015,-0.045,0.032
768.000,7.800,-0.024,0.044,-0.030,0.421,0.039,0.024,-0.165,-0.082,-0.289,0.017,0.020,-0.265,0.096,0.960,0.024,-0.044,0.030
769.000,7.810,-0.036,0.040,-0.028,0.413,0.053,0.053,-0.214,-0.089,-0.269,-0.003,0.007,-0.352,0.019,0.960,0.036,-0.040,0.028
770.000,7.820,-0.048,0.034,-0.026,0.401,0.068,0.070,-0.258,-0.073,-0.235,-0.026,-0.008,-0.455,-0.076,0.960,0.048,-0.034,0.026
771.000,7.830,-0.059,0.030,-0.024,0.380,0.083,0.074,-0.286,-0.044,-0.186,-0.047,-0.017,-0.570,-0.170,0.960,0.059,-0.030,0.024
772.000,7.840,-0.067,0.029,-0.024,0.353,0.095,0.073,-0.297,-0.014,-0.125,-0.063,-0.012,-0.691,-0.233,0.960,0.067,-0.029,0.024
773.000,7.850,-0.071,0.031,-0.025,0.321,0.102,0.067,-0.295,0.011,-0.055,-0.072,0.005,-0.806,-0.246,0.960,0.071,-0.031,0.025
774.000,7.860,-0.072,0.034,-0.027,0.286,0.105,0.056,-0.283,0.034,0.017,-0.073,0.019,-0.902,-0.220,0.960,0.072,-0.034,0.027
775.000,7.870,-0.068,0.037,-0.029,0.248,0.104,0.047,-0.264,0.052,0.086,-0.068,0.019,-0.971,-0.177,0.960,0.068,-0.037,0.029
776.000,7.880,-0.061,0.039,-0.031,0.208,0.101,0.042,-0.242,0.068,0.151,-0.059,0.006,-1.009,-0.133,0.960,0.061,-0.039,0.031
777.000,7.890,-0.052,0.040,-0.033,0.167,0.097,0.037,-0.217,0.081,0.209,-0.049,-0.013,-1.017,-0.092,0.960,0.052,-0.040,0.033
778.000,7.900,-0.041,0.039,-0.034,0.126,0.093,0.032,-0.191,0.092,0.261,-0.038,-0.030,-1.000,-0.056,0.960,0.041,-0.039,0.034
779.000,7.910,-0.031,0.037,-0.036,0.085,0.088,0.026,-0.164,0.101,0.308,-0.028,-0.043,-0.961,-0.023,0.960,0.031,-0.037,0.036
780.000,7.920,-0.022,0.034,-0.038,0.045,0.084,0.021,-0.139,0.110,0.347,-0.019,-0.054,-0.900,0.004,0.960,0.022,-0.034,0.038
781.000,7.930,-0.014,0.030,-0.039,0.006,0.081,0.017,-0.115,0.118,0.380,-0.012,-0.065,-0.820,0.025,0.960,0.014,-0.030,0.039
782.000,7.940,-0.007,0.025,-0.041,-0.032,0.078,0.012,-0.094,0.127,0.406,-0.005,-0.076,-0.724,0.039,0.960,0.007,-0.025,0.041
783.000,7.950,-0.002,0.019,-0.043,-0.069,0.076,0.008,-0.075,0.137,0.425,0.001,-0.087,-0.614,0.045,0.960,0.002,-0.019,0.043
784.000,7.960,0.001,0.011,-0.044,-0.106,0.075,0.003,-0.059,0.147,0.436,0.005,-0.092,-0.494,0.042,0.960,-0.001,-0.011,0.044
785.000,7.970,0.003,0.003,-0.045,-0.141,0.074,0.000,-0.047,0.158,0.441,0.008,-0.087,-0.371,0.032,0.960,-0.003,-0.003,0.045
786.000,7.980,0.004,-0.008,-0.045,-0.176,0.073,-0.002,-0.041,0.168,0.441,0.009,-0.070,-0.252,0.020,0.960,-0.004,0.008,0.045
787.000,7.990,0.005,-0.019,-0.043,-0.207,0.072,0.000,-0.043,0.177,0.437,0.010,-0.049,-0.148,0.009,0.960,-0.005,0.019,0.043
788.000,8.000,0.006,-0.030,-0.042,-0.236,0.069,0.004,-0.052,0.184,0.433,0.010,-0.032,-0.075,0.003,0.960,-0.006,0.030,0.042
789.000,8.010,0.007,-0.040,-0.041,-0.259,0.064,0.010,-0.071,0.188,0.430,0.012,-0.024,-0.040,0.001,0.960,-0.007,0.040,0.041
790.000,8.020,0.009,-0.049,-0.039,-0.277,0.057,0.017,-0.102,0.184,0.430,0.015,-0.022,-0.041,0.000,0.960,-0.009,0.049,0.039
791.000,8.030,0.014,-0.054,-0.038,-0.289,0.047,0.022,-0.143,0.171,0.431,0.021,-0.021,-0.072,-0.009,0.960,-0.014,0.054,0.038
792.000,8.040,0.020,-0.057,-0.037,-0.294,0.034,0.025,-0.197,0.144,0.430,0.019,-0.024,-0.069,-0.030,0.960,-0.020,0.057,0.037
793.000,8.050,0.029,-0.057,-0.035,-0.289,0.017,0.020,-0.265,0.096,0.427,0.028,-0.006,-0.116,-0.057,0.960,-0.029,0.057,0.035
794.000,8.060,0.041,-0.053,-0.032,-0.269,-0.003,0.007,-0.352,0.019,0.421,0.039,0.024,-0.165,-0.082,0.960,-0.041,0.053,0.032
795.000,8.070,0.053,-0.049,-0.029,-0.235,-0.026,-0.008,-0.455,-0.076,0.413,0.053,0.053,-0.214,-0.089,0.960,-0.053,0.049,0.029
796.000,8.080,0.063,-0.046,-0.027,-0.186,-0.047,-0.017,-0.570,-0.170,0.401,0.068,0.070,-0.258,-0.073,0.960,-0.063,0.046,0.027
797.000,8.090,0.071,-0.047,-0.026,-0.125,-0.063,-0.012,-0.691,-0.233,0.380,0.083,0.074,-0.286,-0.044,0.960,-0.071,0.047,0.026
798.000,8.100,0.076,-0.050,-0.027,-0.055,-0.072,0.005,-0.806,-0.246,0.353,0.095,0.073,-0.297,-0.014,0.960,-0.076,0.050,0.027
799.000,8.110,0.077,-0.055,-0.028,0.017,-0.073,0.019,-0.902,-0.220,0.321,0.102,0.067,-0.295,0.011,0.960,-0.077,0.055,0.028
800.000,8.120,0.074,-0.059,-0.030,0.086,-0.068,0.019,-0.971,-0.177,0.286,0.105,0.056,-0.283,0.034,0.960,-0.074,0.059,0.030
801.000,8.130,0.068,-0.061,-0.032,0.151,-0.059,0.006,-1.009,-0.133,0.248,0.104,0.047,-0.264,0.052,0.960,-0.068,0.061,0.032
802.000,8.140,0.059,-0.062,-0.034,0.209,-0.049,-0.013,-1.017,-0.092,0.208,0.101,0.042,-0.242,0.068,0.960,-0.059,0.062,0.034
803.000,8.150,0.049,-0.062,-0.035,0.261,-0.038,-0.030,-1.000,-0.056,0.167,0.097,0.037,-0.217,0.081,0.960,-0.049,0.062,0.035
804.000,8.160,0.038,-0.060,-0.036,0.308,-0.028,-0.043,-0.961,-0.023,0.126,0.093,0.032,-0.191,0.092,0.960,-0.038,0.060,0.036
805.000,8.170,0.029,-0.058,-0.037,0.347,-0.019,-0.054,-0.900,0.004,0.085,0.088,0.026,-0.164,0.101,0.960,-0.029,0.058,0.037
806.000,8.180,0.022,-0.054,-0.038,0.380,-0.012,-0.065,-0.820,0.025,0.045,0.084,0.021,-0.139,0.110,0.960,-0.022,0.054,0.038
807.000,8.190,0.016,-0.050,-0.039,0.406,-0.005,-0.076,-0.724,0.039,0.006,0.081,0.017,-0.115,0.118,0.960,-0.016,0.050,0.039
808.000,8.200,0.011,-0.045,-0.040,0.425,0.001,-0.087,-0.614,0.045,-0.032,0.078,0.012,-0.094,0.127,0.960,-0.011,0.045,0.040
809.000,8.210,0.009,-0.040,-0.041,0.436,0.005,-0.092,-0.494,0.042,-0.069,0.076,0.008,-0.075,0.137,0.960,-0.009,0.040,0.041
810.000,8.220,0.008,-0.033,-0.041,0.441,0.008,-0.087,-0.371,0.032,-0.106,0.075,0.003,-0.059,0.147,0.960,-0.008,0.033,0.041
811.000,8.230,0.007,-0.025,-0.041,0.441,0.009,-0.070,-0.252,0.020,-0.141,0.074,0.000,-0.047,0.158,0.960,-0.007,0.025,0.041
812.000,8.240,0.007,-0.016,-0.039,0.437,0.010,-0.049,-0.148,0.009,-0.176,0.073,-0.002,-0.041,0.168,0.960,-0.007,0.016,0.039
813.000,8.250,0.007,-0.007,-0.038,0.433,0.010,-0.032,-0.075,0.003,-0.207,0.072,0.000,-0.043,0.177,0.960,-0.007,0.007,0.038
814.000,8.260,0.006,0.001,-0.036,0.430,0.012,-0.024,-0.040,0.001,-0.236,0.069,0.004,-0.052,0.184,0.960,-0.006,-0.001,0.036
815.000,8.270,0.004,0.008,-0.036,0.430,0.015,-0.022,-0.041,0.000,-0.259,0.064,0.010,-0.071,0.188,0.960,-0.004,-0.008,0.036
816.000,8.280,0.000,0.014,-0.033,0.431,0.021,-0.021,-0.072,-0.009,-0.277,0.057,0.017,-0.102,0.184,0.960,0.000,-0.014,0.033
817.000,8.290,-0.008,0.042,-0.033,0.430,0.019,-0.024,-0.069,-0.030,-0.289,0.047,0.022,-0.143,0.171,0.960,0.008,-0.042,0.033
818.000,8.300,-0.015,0.045,-0.032,0.427,0.028,-0.006,-0.116,-0.057,-0.294,0.034,0.025,-0.197,0.144,0.960,0.015,-0.045,0.032
